01:51:59 [INFO] Opening target process: csgo.exe
01:52:01 [INFO] Found signature: set_abs_angles => 0x1D74F0
01:52:02 [INFO] Found signature: set_abs_origin => 0x1D7330
01:52:02 [INFO] Found signature: is_c4_owner => 0x3B00C0
01:52:02 [INFO] Found signature: force_update_spectator_glow => 0x3A3612
01:52:02 [INFO] Found signature: anim_overlays => 0x2980
01:52:02 [INFO] Found signature: m_flSpawnTime => 0xA370
01:52:02 [INFO] Found signature: find_hud_element => 0x372A46A0
01:52:02 [INFO] Finished signature scanning: 57/57 items successful
01:52:02 [INFO] Starting netvar scanning: 85 items
01:52:02 [INFO] Found netvar: m_ArmorValue => 0xB378
01:52:02 [INFO] Found netvar: m_Collision => 0x320
01:52:02 [INFO] Found netvar: m_CollisionGroup => 0x474
01:52:02 [INFO] Found netvar: m_Local => 0x2FBC
01:52:02 [INFO] Found netvar: m_MoveType => 0x25B
01:52:02 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
01:52:02 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
01:52:02 [INFO] Found netvar: m_aimPunchAngle => 0x302C
01:52:02 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
01:52:02 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
01:52:02 [INFO] Found netvar: m_bHasDefuser => 0xB388
01:52:02 [INFO] Found netvar: m_bHasHelmet => 0xB36C
01:52:02 [INFO] Found netvar: m_bInReload => 0x3238
01:52:02 [INFO] Found netvar: m_bIsDefusing => 0x3930
01:52:02 [INFO] Found netvar: m_bIsScoped => 0x3928
01:52:02 [INFO] Found netvar: m_bSpotted => 0x93D
01:52:02 [INFO] Found netvar: m_bSpottedByMask => 0x980
01:52:02 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
01:52:02 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
01:52:02 [INFO] Found netvar: m_fFlags => 0x104
01:52:02 [INFO] Found netvar: m_flFallbackWear => 0x31D0
01:52:02 [INFO] Found netvar: m_flFlashDuration => 0xA420
01:52:02 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
01:52:02 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
01:52:02 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
01:52:02 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
01:52:02 [INFO] Found netvar: m_hObserverTarget => 0x338C
01:52:02 [INFO] Found netvar: m_hOwner => 0x29CC
01:52:03 [INFO] Found netvar: m_hOwnerEntity => 0x14C
01:52:03 [INFO] Found netvar: m_iAccountID => 0x2FC8
01:52:03 [INFO] Found netvar: m_iClip1 => 0x3264
01:52:03 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
01:52:03 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
01:52:03 [INFO] Found netvar: m_iCrosshairId => 0xB388
01:52:03 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
01:52:03 [INFO] Found netvar: m_iFOVStart => 0x31E8
01:52:03 [INFO] Found netvar: m_iFOV => 0x31E4
01:52:03 [INFO] Found netvar: m_iGlowIndex => 0xA420
01:52:03 [INFO] Found netvar: m_iHealth => 0x100
01:52:03 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
01:52:03 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
01:52:03 [INFO] Found netvar: m_iObserverMode => 0x3378
01:52:03 [INFO] Found netvar: m_iShotsFired => 0xA390
01:52:03 [INFO] Found netvar: m_iState => 0x3258
01:52:03 [INFO] Found netvar: m_iTeamNum => 0xF4
01:52:03 [INFO] Found netvar: m_lifeState => 0x25F
01:52:03 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
01:52:03 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
01:52:03 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
01:52:03 [INFO] Found netvar: m_nForceBone => 0x268C
01:52:03 [INFO] Found netvar: m_nTickBase => 0x3430
01:52:03 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
01:52:03 [INFO] Found netvar: m_szCustomName => 0x303C
01:52:03 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
01:52:03 [INFO] Found netvar: m_vecOrigin => 0x138
01:52:03 [INFO] Found netvar: m_vecVelocity => 0x114
01:52:03 [INFO] Found netvar: m_vecViewOffset => 0x108
01:52:03 [INFO] Found netvar: m_viewPunchAngle => 0x3020
01:52:03 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
01:52:03 [INFO] Found netvar: m_clrRender => 0x70
01:52:03 [INFO] Found netvar: m_flC4Blow => 0x2990
01:52:03 [INFO] Found netvar: m_flTimerLength => 0x2994
01:52:03 [INFO] Found netvar: m_flDefuseLength => 0x29A8
01:52:03 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
01:52:03 [INFO] Found netvar: cs_gamerules_data => 0x0
01:52:03 [INFO] Found netvar: m_SurvivalRules => 0xCF8
01:52:03 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1320
01:52:03 [INFO] Found netvar: m_bIsValveDS => 0x75
01:52:03 [INFO] Found netvar: m_bFreezePeriod => 0x20
01:52:03 [INFO] Found netvar: m_bBombPlanted => 0x99D
01:52:03 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
01:52:03 [INFO] Found netvar: m_flSimulationTime => 0x268
01:52:03 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
01:52:03 [INFO] Found netvar: m_angEyeAnglesX => 0xB37C
01:52:03 [INFO] Found netvar: m_angEyeAnglesY => 0xB380
01:52:03 [INFO] Found netvar: m_flNextAttack => 0x2D70
01:52:03 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
01:52:03 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
01:52:03 [INFO] Found netvar: m_bStartedArming => 0x33F0
01:52:03 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
01:52:03 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
01:52:03 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
01:52:03 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
01:52:03 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
01:52:03 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
01:52:03 [INFO] Finished netvar scanning: 85/85 items successful
01:53:25 [INFO] Opening target process: csgo.exe
01:53:25 [INFO] Starting signature scanning: 57 items
01:53:26 [INFO] Found signature: dwClientState => 0x589DD4
01:53:26 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
01:53:26 [INFO] Found signature: dwClientState_IsHLTV => 0x4D40
01:53:26 [INFO] Found signature: dwClientState_Map => 0x28C
01:53:26 [INFO] Found signature: dwClientState_MapDirectory => 0x188
01:53:26 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
01:53:26 [INFO] Found signature: dwClientState_PlayerInfo => 0x52B8
01:53:26 [INFO] Found signature: dwClientState_State => 0x108
01:53:26 [INFO] Found signature: dwClientState_ViewAngles => 0x4D88
01:53:26 [INFO] Found signature: clientstate_delta_ticks => 0x174
01:53:26 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D24
01:53:26 [INFO] Found signature: clientstate_choked_commands => 0x4D28
01:53:26 [INFO] Found signature: clientstate_net_channel => 0x9C
01:53:26 [INFO] Found signature: dwEntityList => 0x4D5450C
01:53:26 [INFO] Found signature: dwForceAttack => 0x3185AA0
01:53:26 [INFO] Found signature: dwForceAttack2 => 0x3185AAC
01:53:26 [INFO] Found signature: dwForceBackward => 0x3185A58
01:53:26 [INFO] Found signature: dwForceForward => 0x3185AC4
01:53:26 [INFO] Found signature: dwForceJump => 0x51FE22C
01:53:26 [INFO] Found signature: dwForceLeft => 0x3185A4C
01:53:26 [INFO] Found signature: dwForceRight => 0x3185A70
01:53:26 [INFO] Found signature: dwGameDir => 0x6285F8
01:53:26 [INFO] Found signature: dwGameRulesProxy => 0x527151C
01:53:26 [INFO] Found signature: dwGetAllClasses => 0xD662BC
01:53:26 [INFO] Found signature: dwGlobalVars => 0x589AD8
01:53:26 [INFO] Found signature: dwGlowObjectManager => 0x529C3D0
01:53:26 [INFO] Found signature: dwInput => 0x51A5AE8
01:53:26 [INFO] Found signature: dwInterfaceLinkList => 0x908E94
01:53:26 [INFO] Found signature: dwLocalPlayer => 0xD3FC5C
01:53:26 [INFO] Found signature: dwMouseEnable => 0xD45800
01:53:26 [INFO] Found signature: dwMouseEnablePtr => 0xD457D0
01:53:26 [INFO] Found signature: dwPlayerResource => 0x3183DF0
01:53:26 [INFO] Found signature: dwRadarBase => 0x518927C
01:53:26 [INFO] Found signature: dwSensitivity => 0xD4569C
01:53:26 [INFO] Found signature: dwSensitivityPtr => 0xD45670
01:53:26 [INFO] Found signature: dwSetClanTag => 0x89E50
01:53:27 [INFO] Found signature: dwViewMatrix => 0x4D45E54
01:53:27 [INFO] Found signature: dwWeaponTable => 0x51A65A8
01:53:27 [INFO] Found signature: dwWeaponTableIndex => 0x325C
01:53:27 [INFO] Found signature: dwYawPtr => 0xD45460
01:53:27 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD4A700
01:53:27 [INFO] Found signature: dwbSendPackets => 0xD418A
01:53:27 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7030
01:53:27 [INFO] Found signature: m_pStudioHdr => 0x294C
01:53:27 [INFO] Found signature: m_yawClassPtr => 0xD45460
01:53:27 [INFO] Found signature: m_pitchClassPtr => 0x5189518
01:53:27 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
01:53:27 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
01:53:27 [INFO] Found signature: m_bDormant => 0xED
01:53:27 [INFO] Found signature: model_ambient_min => 0x58CE4C
01:53:27 [INFO] Found signature: set_abs_angles => 0x1D74F0
01:53:27 [INFO] Found signature: set_abs_origin => 0x1D7330
01:53:27 [INFO] Found signature: is_c4_owner => 0x3B00C0
01:53:27 [INFO] Found signature: force_update_spectator_glow => 0x3A3612
01:53:27 [INFO] Found signature: anim_overlays => 0x2980
01:53:27 [INFO] Found signature: m_flSpawnTime => 0xA370
01:53:27 [INFO] Found signature: find_hud_element => 0x372A46A0
01:53:27 [INFO] Finished signature scanning: 57/57 items successful
01:53:27 [INFO] Starting netvar scanning: 85 items
01:53:27 [INFO] Found netvar: m_ArmorValue => 0xB378
01:53:27 [INFO] Found netvar: m_Collision => 0x320
01:53:27 [INFO] Found netvar: m_CollisionGroup => 0x474
01:53:27 [INFO] Found netvar: m_Local => 0x2FBC
01:53:27 [INFO] Found netvar: m_MoveType => 0x25B
01:53:27 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
01:53:27 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
01:53:27 [INFO] Found netvar: m_aimPunchAngle => 0x302C
01:53:27 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
01:53:27 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
01:53:27 [INFO] Found netvar: m_bHasDefuser => 0xB388
01:53:27 [INFO] Found netvar: m_bHasHelmet => 0xB36C
01:53:27 [INFO] Found netvar: m_bInReload => 0x3238
01:53:27 [INFO] Found netvar: m_bIsDefusing => 0x3930
01:53:27 [INFO] Found netvar: m_bIsScoped => 0x3928
01:53:27 [INFO] Found netvar: m_bSpotted => 0x93D
01:53:27 [INFO] Found netvar: m_bSpottedByMask => 0x980
01:53:27 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
01:53:27 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
01:53:27 [INFO] Found netvar: m_fFlags => 0x104
01:53:27 [INFO] Found netvar: m_flFallbackWear => 0x31D0
01:53:27 [INFO] Found netvar: m_flFlashDuration => 0xA420
01:53:27 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
01:53:27 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
01:53:27 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
01:53:27 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
01:53:27 [INFO] Found netvar: m_hObserverTarget => 0x338C
01:53:27 [INFO] Found netvar: m_hOwner => 0x29CC
01:53:27 [INFO] Found netvar: m_hOwnerEntity => 0x14C
01:53:27 [INFO] Found netvar: m_iAccountID => 0x2FC8
01:53:27 [INFO] Found netvar: m_iClip1 => 0x3264
01:53:27 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
01:53:27 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
01:53:27 [INFO] Found netvar: m_iCrosshairId => 0xB388
01:53:27 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
01:53:27 [INFO] Found netvar: m_iFOVStart => 0x31E8
01:53:27 [INFO] Found netvar: m_iFOV => 0x31E4
01:53:27 [INFO] Found netvar: m_iGlowIndex => 0xA420
01:53:27 [INFO] Found netvar: m_iHealth => 0x100
01:53:27 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
01:53:27 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
01:53:27 [INFO] Found netvar: m_iObserverMode => 0x3378
01:53:27 [INFO] Found netvar: m_iShotsFired => 0xA390
01:53:27 [INFO] Found netvar: m_iState => 0x3258
01:53:27 [INFO] Found netvar: m_iTeamNum => 0xF4
01:53:27 [INFO] Found netvar: m_lifeState => 0x25F
01:53:27 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
01:53:27 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
01:53:27 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
01:53:27 [INFO] Found netvar: m_nForceBone => 0x268C
01:53:27 [INFO] Found netvar: m_nTickBase => 0x3430
01:53:27 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
01:53:27 [INFO] Found netvar: m_szCustomName => 0x303C
01:53:27 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
01:53:27 [INFO] Found netvar: m_vecOrigin => 0x138
01:53:27 [INFO] Found netvar: m_vecVelocity => 0x114
01:53:28 [INFO] Found netvar: m_vecViewOffset => 0x108
01:53:28 [INFO] Found netvar: m_viewPunchAngle => 0x3020
01:53:28 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
01:53:28 [INFO] Found netvar: m_clrRender => 0x70
01:53:28 [INFO] Found netvar: m_flC4Blow => 0x2990
01:53:28 [INFO] Found netvar: m_flTimerLength => 0x2994
01:53:28 [INFO] Found netvar: m_flDefuseLength => 0x29A8
01:53:28 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
01:53:28 [INFO] Found netvar: cs_gamerules_data => 0x0
01:53:28 [INFO] Found netvar: m_SurvivalRules => 0xCF8
01:53:28 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1320
01:53:28 [INFO] Found netvar: m_bIsValveDS => 0x75
01:53:28 [INFO] Found netvar: m_bFreezePeriod => 0x20
01:53:28 [INFO] Found netvar: m_bBombPlanted => 0x99D
01:53:28 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
01:53:28 [INFO] Found netvar: m_flSimulationTime => 0x268
01:53:28 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
01:53:28 [INFO] Found netvar: m_angEyeAnglesX => 0xB37C
01:53:28 [INFO] Found netvar: m_angEyeAnglesY => 0xB380
01:53:28 [INFO] Found netvar: m_flNextAttack => 0x2D70
01:53:28 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
01:53:28 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
01:53:28 [INFO] Found netvar: m_bStartedArming => 0x33F0
01:53:28 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
01:53:28 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
01:53:28 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
01:53:28 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
01:53:28 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
01:53:28 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
01:53:28 [INFO] Finished netvar scanning: 85/85 items successful
01:54:38 [INFO] Opening target process: csgo.exe
01:54:38 [INFO] Starting signature scanning: 57 items
01:54:38 [INFO] Found signature: dwClientState => 0x589DD4
01:54:38 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
01:54:38 [INFO] Found signature: dwClientState_IsHLTV => 0x4D40
01:54:38 [INFO] Found signature: dwClientState_Map => 0x28C
01:54:38 [INFO] Found signature: dwClientState_MapDirectory => 0x188
01:54:38 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
01:54:38 [INFO] Found signature: dwClientState_PlayerInfo => 0x52B8
01:54:38 [INFO] Found signature: dwClientState_State => 0x108
01:54:38 [INFO] Found signature: dwClientState_ViewAngles => 0x4D88
01:54:38 [INFO] Found signature: clientstate_delta_ticks => 0x174
01:54:38 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D24
01:54:38 [INFO] Found signature: clientstate_choked_commands => 0x4D28
01:54:38 [INFO] Found signature: clientstate_net_channel => 0x9C
01:54:38 [INFO] Found signature: dwEntityList => 0x4D5450C
01:54:39 [INFO] Found signature: dwForceAttack => 0x3185AA0
01:54:39 [INFO] Found signature: dwForceAttack2 => 0x3185AAC
01:54:39 [INFO] Found signature: dwForceBackward => 0x3185A58
01:54:39 [INFO] Found signature: dwForceForward => 0x3185AC4
01:54:39 [INFO] Found signature: dwForceJump => 0x51FE22C
01:54:39 [INFO] Found signature: dwForceLeft => 0x3185A4C
01:54:39 [INFO] Found signature: dwForceRight => 0x3185A70
01:54:39 [INFO] Found signature: dwGameDir => 0x6285F8
01:54:39 [INFO] Found signature: dwGameRulesProxy => 0x527151C
01:54:39 [INFO] Found signature: dwGetAllClasses => 0xD662BC
01:54:39 [INFO] Found signature: dwGlobalVars => 0x589AD8
01:54:39 [INFO] Found signature: dwGlowObjectManager => 0x529C3D0
01:54:39 [INFO] Found signature: dwInput => 0x51A5AE8
01:54:39 [INFO] Found signature: dwInterfaceLinkList => 0x908E94
01:54:39 [INFO] Found signature: dwLocalPlayer => 0xD3FC5C
01:54:39 [INFO] Found signature: dwMouseEnable => 0xD45800
01:54:39 [INFO] Found signature: dwMouseEnablePtr => 0xD457D0
01:54:39 [INFO] Found signature: dwPlayerResource => 0x3183DF0
01:54:39 [INFO] Found signature: dwRadarBase => 0x518927C
01:54:39 [INFO] Found signature: dwSensitivity => 0xD4569C
01:54:39 [INFO] Found signature: dwSensitivityPtr => 0xD45670
01:54:39 [INFO] Found signature: dwSetClanTag => 0x89E50
01:54:39 [INFO] Found signature: dwViewMatrix => 0x4D45E54
01:54:39 [INFO] Found signature: dwWeaponTable => 0x51A65A8
01:54:39 [INFO] Found signature: dwWeaponTableIndex => 0x325C
01:54:39 [INFO] Found signature: dwYawPtr => 0xD45460
01:54:39 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD4A700
01:54:39 [INFO] Found signature: dwbSendPackets => 0xD418A
01:54:39 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7030
01:54:39 [INFO] Found signature: m_pStudioHdr => 0x294C
01:54:39 [INFO] Found signature: m_yawClassPtr => 0xD45460
01:54:39 [INFO] Found signature: m_pitchClassPtr => 0x5189518
01:54:39 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
01:54:39 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
01:54:40 [INFO] Found signature: m_bDormant => 0xED
01:54:40 [INFO] Found signature: model_ambient_min => 0x58CE4C
01:54:40 [INFO] Found signature: set_abs_angles => 0x1D74F0
01:54:40 [INFO] Found signature: set_abs_origin => 0x1D7330
01:54:40 [INFO] Found signature: is_c4_owner => 0x3B00C0
01:54:40 [INFO] Found signature: force_update_spectator_glow => 0x3A3612
01:54:40 [INFO] Found signature: anim_overlays => 0x2980
01:54:40 [INFO] Found signature: m_flSpawnTime => 0xA370
01:54:40 [INFO] Found signature: find_hud_element => 0x372A46A0
01:54:40 [INFO] Finished signature scanning: 57/57 items successful
01:54:40 [INFO] Starting netvar scanning: 85 items
01:54:40 [INFO] Found netvar: m_ArmorValue => 0xB378
01:54:40 [INFO] Found netvar: m_Collision => 0x320
01:54:40 [INFO] Found netvar: m_CollisionGroup => 0x474
01:54:40 [INFO] Found netvar: m_Local => 0x2FBC
01:54:40 [INFO] Found netvar: m_MoveType => 0x25B
01:54:40 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
01:54:40 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
01:54:40 [INFO] Found netvar: m_aimPunchAngle => 0x302C
01:54:40 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
01:54:40 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
01:54:40 [INFO] Found netvar: m_bHasDefuser => 0xB388
01:54:40 [INFO] Found netvar: m_bHasHelmet => 0xB36C
01:54:40 [INFO] Found netvar: m_bInReload => 0x3238
01:54:40 [INFO] Found netvar: m_bIsDefusing => 0x3930
01:54:40 [INFO] Found netvar: m_bIsScoped => 0x3928
01:54:40 [INFO] Found netvar: m_bSpotted => 0x93D
01:54:40 [INFO] Found netvar: m_bSpottedByMask => 0x980
01:54:40 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
01:54:40 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
01:54:40 [INFO] Found netvar: m_fFlags => 0x104
01:54:40 [INFO] Found netvar: m_flFallbackWear => 0x31D0
01:54:40 [INFO] Found netvar: m_flFlashDuration => 0xA420
01:54:40 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
01:54:40 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
01:54:40 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
01:54:40 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
01:54:40 [INFO] Found netvar: m_hObserverTarget => 0x338C
01:54:40 [INFO] Found netvar: m_hOwner => 0x29CC
01:54:40 [INFO] Found netvar: m_hOwnerEntity => 0x14C
01:54:40 [INFO] Found netvar: m_iAccountID => 0x2FC8
01:54:40 [INFO] Found netvar: m_iClip1 => 0x3264
01:54:40 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
01:54:40 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
01:54:40 [INFO] Found netvar: m_iCrosshairId => 0xB388
01:54:40 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
01:54:40 [INFO] Found netvar: m_iFOVStart => 0x31E8
01:54:40 [INFO] Found netvar: m_iFOV => 0x31E4
01:54:40 [INFO] Found netvar: m_iGlowIndex => 0xA420
01:54:40 [INFO] Found netvar: m_iHealth => 0x100
01:54:40 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
01:54:40 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
01:54:40 [INFO] Found netvar: m_iObserverMode => 0x3378
01:54:40 [INFO] Found netvar: m_iShotsFired => 0xA390
01:54:40 [INFO] Found netvar: m_iState => 0x3258
01:54:40 [INFO] Found netvar: m_iTeamNum => 0xF4
01:54:40 [INFO] Found netvar: m_lifeState => 0x25F
01:54:40 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
01:54:40 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
01:54:40 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
01:54:40 [INFO] Found netvar: m_nForceBone => 0x268C
01:54:40 [INFO] Found netvar: m_nTickBase => 0x3430
01:54:40 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
01:54:40 [INFO] Found netvar: m_szCustomName => 0x303C
01:54:40 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
01:54:40 [INFO] Found netvar: m_vecOrigin => 0x138
01:54:40 [INFO] Found netvar: m_vecVelocity => 0x114
01:54:40 [INFO] Found netvar: m_vecViewOffset => 0x108
01:54:40 [INFO] Found netvar: m_viewPunchAngle => 0x3020
01:54:40 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
01:54:40 [INFO] Found netvar: m_clrRender => 0x70
01:54:40 [INFO] Found netvar: m_flC4Blow => 0x2990
01:54:40 [INFO] Found netvar: m_flTimerLength => 0x2994
